n,n1,n2,n1_frac,K,r,R0_1,R0_2,drop,TV_piece_vs_avg,KL_piece_vs_avg,MAP_piece,MAP_avg,MAP_changed
200,10,190,0.05,2000,0.05,3.0,0.5999999999999999,0.8,3.444003476164165e-05,1.2597066658665258e-05,200,200,False
200,10,190,0.05,2000,0.1,3.0,2.7,0.1,7.46812605998369e-07,5.593058310892758e-07,200,200,False
200,10,190,0.05,2000,0.1,3.0,2.4000000000000004,0.2,2.83587732308882e-06,2.141159264499768e-06,200,200,False
200,10,190,0.05,2000,0.1,3.0,2.0999999999999996,0.3,5.9773269236000626e-06,1.8775514028733572e-06,200,200,False
200,10,190,0.05,2000,0.1,3.0,1.7999999999999998,0.4,1.240543863367631e-05,6.073765224114496e-06,199,199,False
200,10,190,0.05,2000,0.1,3.0,1.5,0.5,2.1258482923565414e-05,2.259373888203717e-05,199,199,False
200,10,190,0.05,2000,0.1,3.0,1.2000000000000002,0.6,3.645942679663864e-05,1.9485309669718944e-06,199,199,False
200,10,190,0.05,2000,0.1,3.0,0.9000000000000001,0.7,5.7767424656888014e-05,6.7950607518497655e-06,198,198,False
200,10,190,0.05,2000,0.1,3.0,0.5999999999999999,0.8,0.00011372548686547563,1.414205181128989e-07,197,197,False
200,10,190,0.05,2000,0.2,3.0,2.7,0.1,2.676159409855175e-06,2.2626009559380538e-06,198,198,False
200,10,190,0.05,2000,0.2,3.0,2.4000000000000004,0.2,7.629206868555588e-06,3.3361438785216896e-06,197,197,False
200,10,190,0.05,2000,0.2,3.0,2.0999999999999996,0.3,1.90560163482352e-05,6.293646496935996e-07,197,197,False
200,10,190,0.05,2000,0.2,3.0,1.7999999999999998,0.4,3.831140132391428e-05,1.0652419039767586e-07,196,196,False
200,10,190,0.05,2000,0.2,3.0,1.5,0.5,7.020983685769708e-05,1.998044571574603e-06,195,195,False
200,10,190,0.05,2000,0.2,3.0,1.2000000000000002,0.6,0.00012293521046277157,1.2709126486221649e-06,194,194,False
200,10,190,0.05,2000,0.2,3.0,0.9000000000000001,0.7,0.0002145147148157403,1.1258333636868676e-06,192,192,False
200,10,190,0.05,2000,0.2,3.0,0.5999999999999999,0.8,0.0003872532613627185,6.274689091739811e-06,188,188,False
200,10,190,0.05,2000,0.5,3.0,2.7,0.1,9.144993901751691e-06,5.975991922833812e-08,182,182,False
200,10,190,0.05,2000,0.5,3.0,2.4000000000000004,0.2,4.0464929313855725e-05,9.854278726646077e-08,180,180,False
200,10,190,0.05,2000,0.5,3.0,2.0999999999999996,0.3,0.000101243281297448,1.0194718184552404e-05,177,177,False
200,10,190,0.05,2000,0.5,3.0,1.7999999999999998,0.4,0.00020457141629058075,1.7534743808320397e-06,174,174,False
200,10,190,0.05,2000,0.5,3.0,1.5,0.5,0.00036932248990828587,9.759475258606604e-07,169,169,False
200,10,190,0.05,2000,0.5,3.0,1.2000000000000002,0.6,0.0006296358767386282,2.482325059977773e-06,161,161,False
200,10,190,0.05,2000,0.5,3.0,0.9000000000000001,0.7,0.0010454187315261506,5.2009232748224385e-06,148,148,False
200,10,190,0.05,2000,0.5,3.0,0.5999999999999999,0.8,0.0017479271026715204,2.0770034162872542e-05,122,123,True
200,20,180,0.1,2000,0.05,3.0,2.7,0.1,4.007184435793343e-06,9.277940242441345e-06,200,200,False
200,20,180,0.1,2000,0.05,3.0,2.4000000000000004,0.2,5.46447361787078e-06,2.6798638485485013e-05,200,200,False
200,20,180,0.1,2000,0.05,3.0,2.0999999999999996,0.3,5.172247655213513e-06,3.4829280009504544e-05,200,200,False
200,20,180,0.1,2000,0.05,3.0,1.7999999999999998,0.4,5.459684575895296e-06,1.2389318306257484e-05,200,200,False
200,20,180,0.1,2000,0.05,3.0,1.5,0.5,9.150042370574367e-06,1.3745157420424794e-05,200,200,False
200,20,180,0.1,2000,0.05,3.0,1.2000000000000002,0.6,1.70833227006199e-05,2.1794865242448773e-05,200,200,False
200,20,180,0.1,2000,0.05,3.0,0.9000000000000001,0.7,3.0120966364736296e-05,1.839109000401884e-05,200,200,False
200,20,180,0.1,2000,0.05,3.0,0.5999999999999999,0.8,6.425344322820653e-05,1.315502146053595e-05,200,200,False
200,20,180,0.1,2000,0.1,3.0,2.7,0.1,1.366086531864397e-06,2.4168065963427723e-06,200,200,False
200,20,180,0.1,2000,0.1,3.0,2.4000000000000004,0.2,4.639046779936554e-06,1.5865604607534848e-06,200,200,False
200,20,180,0.1,2000,0.1,3.0,2.0999999999999996,0.3,1.143586968239442e-05,3.327964492238171e-06,200,200,False
200,20,180,0.1,2000,0.1,3.0,1.7999999999999998,0.4,2.2190884868119806e-05,2.0606034859024883e-05,199,199,False
200,20,180,0.1,2000,0.1,3.0,1.5,0.5,4.05492424113002e-05,1.8419260907523953e-05,199,199,False
200,20,180,0.1,2000,0.1,3.0,1.2000000000000002,0.6,7.064013998925138e-05,4.1189256600597395e-06,199,199,False
200,20,180,0.1,2000,0.1,3.0,0.9000000000000001,0.7,0.00011078515113808595,1.1468528187652332e-06,199,199,False
200,20,180,0.1,2000,0.1,3.0,0.5999999999999999,0.8,0.0002278182914714818,4.6383850164482963e-07,198,198,False
200,20,180,0.1,2000,0.2,3.0,2.7,0.1,3.1261134449660916e-06,6.032213980342908e-07,198,198,False
200,20,180,0.1,2000,0.2,3.0,2.4000000000000004,0.2,1.3743418944977756e-05,8.170033183835635e-06,197,197,False
200,20,180,0.1,2000,0.2,3.0,2.0999999999999996,0.3,3.516178595088914e-05,2.9156408004772767e-08,197,197,False
200,20,180,0.1,2000,0.2,3.0,1.7999999999999998,0.4,7.37985417597932e-05,3.930536835101264e-07,196,196,False
200,20,180,0.1,2000,0.2,3.0,1.5,0.5,0.00013488804169941096,2.3952512802273416e-06,196,196,False
200,20,180,0.1,2000,0.2,3.0,1.2000000000000002,0.6,0.000239067973077765,1.7279796484681222e-06,194,194,False
200,20,180,0.1,2000,0.2,3.0,0.9000000000000001,0.7,0.0004232288830922047,1.962612918740589e-06,193,193,False
200,20,180,0.1,2000,0.2,3.0,0.5999999999999999,0.8,0.0007664390340701398,2.501430592441683e-06,189,189,False
200,20,180,0.1,2000,0.5,3.0,2.7,0.1,1.746831505839005e-05,1.131645635268537e-07,182,182,False
200,20,180,0.1,2000,0.5,3.0,2.4000000000000004,0.2,7.729443202576097e-05,4.015461374678924e-07,180,180,False
200,20,180,0.1,2000,0.5,3.0,2.0999999999999996,0.3,0.00019540720517062515,1.1854163897906032e-05,178,178,False
200,20,180,0.1,2000,0.5,3.0,1.7999999999999998,0.4,0.0003961441178739443,4.563996471128973e-06,174,174,False
200,20,180,0.1,2000,0.5,3.0,1.5,0.5,0.0007188975155930175,2.896452152309956e-06,169,169,False
200,20,180,0.1,2000,0.5,3.0,1.2000000000000002,0.6,0.0012339385098553122,7.071129084768081e-06,162,162,False
200,20,180,0.1,2000,0.5,3.0,0.9000000000000001,0.7,0.0020614470869517107,1.8756445125442634e-05,150,150,False
200,20,180,0.1,2000,0.5,3.0,0.5999999999999999,0.8,0.0034589890757601126,5.3544607873259366e-05,126,126,False
200,40,160,0.2,2000,0.05,3.0,2.7,0.1,4.190133494414577e-06,1.710701379302048e-05,200,200,False
200,40,160,0.2,2000,0.05,3.0,2.4000000000000004,0.2,4.643408538194949e-06,3.0735459448547394e-05,200,200,False
200,40,160,0.2,2000,0.05,3.0,2.0999999999999996,0.3,5.3063065523079045e-06,1.79329020488932e-05,200,200,False
200,40,160,0.2,2000,0.05,3.0,1.7999999999999998,0.4,8.714987290764711e-06,1.3378615854517043e-05,200,200,False
200,40,160,0.2,2000,0.05,3.0,1.5,0.5,1.5242297074965702e-05,1.4906890038567715e-05,200,200,False
200,40,160,0.2,2000,0.05,3.0,1.2000000000000002,0.6,3.094051603747677e-05,4.3440980056254275e-05,200,200,False
200,40,160,0.2,2000,0.05,3.0,0.9000000000000001,0.7,5.464494977033959e-05,3.232406051278427e-05,200,200,False
200,40,160,0.2,2000,0.05,3.0,0.5999999999999999,0.8,0.00011965877163504484,1.3994794753912417e-05,200,200,False
200,40,160,0.2,2000,0.1,3.0,2.7,0.1,2.482433047915067e-06,4.208211175989631e-06,200,200,False
200,40,160,0.2,2000,0.1,3.0,2.4000000000000004,0.2,8.325082929923344e-06,4.312649685459901e-06,200,200,False
200,40,160,0.2,2000,0.1,3.0,2.0999999999999996,0.3,2.0246741465296952e-05,7.566328736278545e-06,200,200,False
200,40,160,0.2,2000,0.1,3.0,1.7999999999999998,0.4,4.102921333722087e-05,2.5499917551975677e-05,200,200,False
200,40,160,0.2,2000,0.1,3.0,1.5,0.5,7.399804096426543e-05,2.315338028144732e-05,199,199,False
200,40,160,0.2,2000,0.1,3.0,1.2000000000000002,0.6,0.00013352564582048943,2.3801053233177126e-06,199,199,False
200,40,160,0.2,2000,0.1,3.0,0.9000000000000001,0.7,0.00021671717702356264,4.061776543931672e-06,199,199,False
200,40,160,0.2,2000,0.1,3.0,0.5999999999999999,0.8,0.00044422141882227446,2.472967801733695e-06,198,198,False
200,40,160,0.2,2000,0.2,3.0,2.7,0.1,6.9752904338768115e-06,2.4527507290966854e-06,198,198,False
200,40,160,0.2,2000,0.2,3.0,2.4000000000000004,0.2,2.5139037452904904e-05,7.136255879505406e-06,197,197,False
200,40,160,0.2,2000,0.2,3.0,2.0999999999999996,0.3,6.445398242858636e-05,1.0560760831644405e-06,197,197,False
200,40,160,0.2,2000,0.2,3.0,1.7999999999999998,0.4,0.00013752753589195638,1.8640848961436745e-06,197,197,False
200,40,160,0.2,2000,0.2,3.0,1.5,0.5,0.0002507744028056617,1.3941139479493763e-06,196,196,False
200,40,160,0.2,2000,0.2,3.0,1.2000000000000002,0.6,0.00045701038211861484,2.515940627468196e-06,195,195,False
200,40,160,0.2,2000,0.2,3.0,0.9000000000000001,0.7,0.0008121930638342341,8.57758959523313e-06,193,193,False
200,40,160,0.2,2000,0.2,3.0,0.5999999999999999,0.8,0.0014971055889454062,9.374044767177897e-06,190,190,False
200,40,160,0.2,2000,0.5,3.0,2.7,0.1,3.148327674399568e-05,4.275623791994489e-07,183,183,False
200,40,160,0.2,2000,0.5,3.0,2.4000000000000004,0.2,0.00014126521995382404,3.7710006591734477e-06,181,181,False
200,40,160,0.2,2000,0.5,3.0,2.0999999999999996,0.3,0.0003584896925131788,1.4997735991549277e-06,178,179,True
200,40,160,0.2,2000,0.5,3.0,1.7999999999999998,0.4,0.0007380828687606963,3.170199666983697e-06,175,175,False
200,40,160,0.2,2000,0.5,3.0,1.5,0.5,0.0013568992165732404,7.897053852535033e-06,171,171,False
200,40,160,0.2,2000,0.5,3.0,1.2000000000000002,0.6,0.0023550881925327918,2.441540330467438e-05,165,165,False
200,40,160,0.2,2000,0.5,3.0,0.9000000000000001,0.7,0.00397861635677915,6.80866786540948e-05,154,154,False
200,40,160,0.2,2000,0.5,3.0,0.5999999999999999,0.8,0.006753557334420258,0.00019012932335024885,132,132,False
200,100,100,0.5,2000,0.05,3.0,2.7,0.1,6.1952740215975854e-06,2.9281547275084896e-05,200,200,False
200,100,100,0.5,2000,0.05,3.0,2.4000000000000004,0.2,5.984323166990458e-06,3.340977563087897e-05,200,200,False
200,100,100,0.5,2000,0.05,3.0,2.0999999999999996,0.3,7.295317159622394e-06,2.603395595664013e-05,200,200,False
200,100,100,0.5,2000,0.05,3.0,1.7999999999999998,0.4,1.2948912077828667e-05,2.071503599145844e-05,200,200,False
200,100,100,0.5,2000,0.05,3.0,1.5,0.5,2.5473212987970825e-05,2.9068159137443698e-05,200,200,False
200,100,100,0.5,2000,0.05,3.0,1.2000000000000002,0.6,4.943965727857019e-05,1.9188643959287536e-05,200,200,False
200,100,100,0.5,2000,0.05,3.0,0.9000000000000001,0.7,0.00010115098510424247,2.6399049737947945e-05,200,200,False
200,100,100,0.5,2000,0.05,3.0,0.5999999999999999,0.8,0.0002262870065166051,2.1471180141953554e-05,200,200,False
200,100,100,0.5,2000,0.1,3.0,2.7,0.1,3.975147635396775e-06,7.2513492699355575e-06,200,200,False
200,100,100,0.5,2000,0.1,3.0,2.4000000000000004,0.2,1.3362829202824729e-05,8.82208278147554e-06,200,200,False
200,100,100,0.5,2000,0.1,3.0,2.0999999999999996,0.3,3.292837063191469e-05,2.282446657798873e-05,200,200,False
200,100,100,0.5,2000,0.1,3.0,1.7999999999999998,0.4,7.26388688014716e-05,3.301504896418509e-05,200,200,False
200,100,100,0.5,2000,0.1,3.0,1.5,0.5,0.00014205034677108354,1.9919553172375494e-05,200,200,False
200,100,100,0.5,2000,0.1,3.0,1.2000000000000002,0.6,0.0002617989041476393,4.77093055133712e-06,199,199,False
200,100,100,0.5,2000,0.1,3.0,0.9000000000000001,0.7,0.0005012193764274211,9.595090915441173e-06,199,199,False
200,100,100,0.5,2000,0.1,3.0,0.5999999999999999,0.8,0.0009127833456739451,7.395784244506213e-06,199,199,False
200,100,100,0.5,2000,0.2,3.0,2.7,0.1,9.178272215050833e-06,8.758735068927928e-08,198,198,False
200,100,100,0.5,2000,0.2,3.0,2.4000000000000004,0.2,4.263868038546217e-05,6.855473609811443e-06,198,198,False
200,100,100,0.5,2000,0.2,3.0,2.0999999999999996,0.3,0.00011163931229160595,6.188174574839815e-07,197,197,False
200,100,100,0.5,2000,0.2,3.0,1.7999999999999998,0.4,0.00024066132735371323,9.431066325649511e-07,197,197,False
200,100,100,0.5,2000,0.2,3.0,1.5,0.5,0.0004904607347407702,5.620804844212277e-06,197,197,False
200,100,100,0.5,2000,0.2,3.0,1.2000000000000002,0.6,0.0009059328671246619,7.832318086244753e-06,196,196,False
200,100,100,0.5,2000,0.2,3.0,0.9000000000000001,0.7,0.0017073753651433788,1.3474838520284644e-05,195,195,False
200,100,100,0.5,2000,0.2,3.0,0.5999999999999999,0.8,0.003353014199336304,4.592356569533449e-05,193,193,False
200,100,100,0.5,2000,0.5,3.0,2.7,0.1,5.1923689938780746e-05,5.178072340579951e-06,183,183,False
200,100,100,0.5,2000,0.5,3.0,2.4000000000000004,0.2,0.00023368090460716156,6.812774416294795e-06,182,182,False
200,100,100,0.5,2000,0.5,3.0,2.0999999999999996,0.3,0.0006244720809855688,1.3119235214091572e-05,181,181,False
200,100,100,0.5,2000,0.5,3.0,1.7999999999999998,0.4,0.0013507909887537518,1.4830381062020499e-05,179,179,False
200,100,100,0.5,2000,0.5,3.0,1.5,0.5,0.002598543940080616,2.938980696413183e-05,176,176,False
200,100,100,0.5,2000,0.5,3.0,1.2000000000000002,0.6,0.004764235043392221,9.480083617433206e-05,172,172,False
200,100,100,0.5,2000,0.5,3.0,0.9000000000000001,0.7,0.00849774802602803,0.00029751673753156425,165,165,False
200,100,100,0.5,2000,0.5,3.0,0.5999999999999999,0.8,0.015184075454608202,0.0009430865101221828,152,152,False
200,160,40,0.8,2000,0.05,3.0,2.7,0.1,4.409710545966172e-06,2.2463352589594604e-05,200,200,False
200,160,40,0.8,2000,0.05,3.0,2.4000000000000004,0.2,5.182442445130289e-06,3.4832858753990005e-05,200,200,False
200,160,40,0.8,2000,0.05,3.0,2.0999999999999996,0.3,5.595779650368303e-06,2.4455000469256485e-05,200,200,False
200,160,40,0.8,2000,0.05,3.0,1.7999999999999998,0.4,1.0884705658482235e-05,3.6431538978672664e-05,200,200,False
200,160,40,0.8,2000,0.05,3.0,1.5,0.5,1.9217669724485046e-05,3.704841525669464e-05,200,200,False
200,160,40,0.8,2000,0.05,3.0,1.2000000000000002,0.6,3.7534614168096246e-05,4.4910646724275467e-05,200,200,False
200,160,40,0.8,2000,0.05,3.0,0.9000000000000001,0.7,7.803387209997549e-05,2.337245550686708e-05,200,200,False
200,160,40,0.8,2000,0.05,3.0,0.5999999999999999,0.8,0.00019772101242092333,2.1284165628737194e-05,200,200,False
200,160,40,0.8,2000,0.1,3.0,2.7,0.1,3.3579210711024744e-06,1.2150151452235387e-05,200,200,False
200,160,40,0.8,2000,0.1,3.0,2.4000000000000004,0.2,1.0282712902274019e-05,2.1790765425108674e-05,200,200,False
200,160,40,0.8,2000,0.1,3.0,2.0999999999999996,0.3,2.4535051475175693e-05,1.8940856422933024e-05,200,200,False
200,160,40,0.8,2000,0.1,3.0,1.7999999999999998,0.4,5.298910283919791e-05,3.802938610290826e-05,200,200,False
200,160,40,0.8,2000,0.1,3.0,1.5,0.5,0.00011145758233750344,2.5199951057039045e-05,200,200,False
200,160,40,0.8,2000,0.1,3.0,1.2000000000000002,0.6,0.0002284329558355086,1.07585929299226e-05,200,200,False
200,160,40,0.8,2000,0.1,3.0,0.9000000000000001,0.7,0.00047981447405977436,3.622051769946581e-05,200,200,False
200,160,40,0.8,2000,0.1,3.0,0.5999999999999999,0.8,0.0010838828091233113,3.8514046214583597e-05,199,199,False
200,160,40,0.8,2000,0.2,3.0,2.7,0.1,6.242351836324017e-06,5.463914707701767e-06,198,198,False
200,160,40,0.8,2000,0.2,3.0,2.4000000000000004,0.2,2.9503238802530002e-05,8.513196684200105e-06,198,198,False
200,160,40,0.8,2000,0.2,3.0,2.0999999999999996,0.3,8.270222272803787e-05,5.903049230146023e-06,198,198,False
200,160,40,0.8,2000,0.2,3.0,1.7999999999999998,0.4,0.00018887340409149377,6.569408245197088e-06,198,198,False
200,160,40,0.8,2000,0.2,3.0,1.5,0.5,0.0003875613681281684,7.2986811415010905e-06,197,197,False
200,160,40,0.8,2000,0.2,3.0,1.2000000000000002,0.6,0.0007724417130889026,4.3370929042332e-06,197,197,False
200,160,40,0.8,2000,0.2,3.0,0.9000000000000001,0.7,0.001676815099892896,1.941126273146401e-05,197,197,False
200,160,40,0.8,2000,0.2,3.0,0.5999999999999999,0.8,0.003619406804463071,6.192058012050635e-05,196,196,False
200,160,40,0.8,2000,0.5,3.0,2.7,0.1,3.530744611006517e-05,1.375731776503847e-05,184,184,False
200,160,40,0.8,2000,0.5,3.0,2.4000000000000004,0.2,0.00016423521560276263,1.0059691514483531e-05,183,183,False
200,160,40,0.8,2000,0.5,3.0,2.0999999999999996,0.3,0.00045651265624043445,2.3312678777781517e-06,183,183,False
200,160,40,0.8,2000,0.5,3.0,1.7999999999999998,0.4,0.00104275254492697,2.0171547066885584e-05,182,182,False
200,160,40,0.8,2000,0.5,3.0,1.5,0.5,0.0021668344465181283,3.160423390704364e-05,181,181,False
200,160,40,0.8,2000,0.5,3.0,1.2000000000000002,0.6,0.004331464080520194,9.27041861017638e-05,179,179,False
200,160,40,0.8,2000,0.5,3.0,0.9000000000000001,0.7,0.008682792608174263,0.0003185003677039791,177,177,False
200,160,40,0.8,2000,0.5,3.0,0.5999999999999999,0.8,0.017882870535911734,0.0012985948332469412,171,172,True
200,180,20,0.9,2000,0.05,3.0,2.7,0.1,2.926291436288614e-06,9.68601171539846e-06,200,200,False
200,180,20,0.9,2000,0.05,3.0,2.4000000000000004,0.2,4.657280596013363e-06,2.493640783471949e-05,200,200,False
200,180,20,0.9,2000,0.05,3.0,2.0999999999999996,0.3,5.632250072230491e-06,3.557694455896677e-05,200,200,False
200,180,20,0.9,2000,0.05,3.0,1.7999999999999998,0.4,8.773602681914038e-06,3.682140294811719e-05,200,200,False
200,180,20,0.9,2000,0.05,3.0,1.5,0.5,1.2301572069307876e-05,2.7694766515156316e-05,200,200,False
200,180,20,0.9,2000,0.05,3.0,1.2000000000000002,0.6,2.4269045687869443e-05,3.8693689049365495e-05,200,200,False
200,180,20,0.9,2000,0.05,3.0,0.9000000000000001,0.7,4.9642034006073914e-05,4.7946359108465815e-05,200,200,False
200,180,20,0.9,2000,0.05,3.0,0.5999999999999999,0.8,0.0001250705420635309,3.336933180423147e-05,200,200,False
200,180,20,0.9,2000,0.1,3.0,2.7,0.1,2.333676476486135e-06,9.128183609576329e-06,200,200,False
200,180,20,0.9,2000,0.1,3.0,2.4000000000000004,0.2,6.716907840301257e-06,1.7711756340757474e-05,200,200,False
200,180,20,0.9,2000,0.1,3.0,2.0999999999999996,0.3,1.4873910630316262e-05,1.8601817518881726e-05,200,200,False
200,180,20,0.9,2000,0.1,3.0,1.7999999999999998,0.4,3.25725554083979e-05,2.2735004483500422e-05,200,200,False
200,180,20,0.9,2000,0.1,3.0,1.5,0.5,6.709155985374846e-05,4.335571479892137e-05,200,200,False
200,180,20,0.9,2000,0.1,3.0,1.2000000000000002,0.6,0.0001423659571620304,4.6287842067976924e-05,200,200,False
200,180,20,0.9,2000,0.1,3.0,0.9000000000000001,0.7,0.00031461090382107343,4.96430192733191e-05,200,200,False
200,180,20,0.9,2000,0.1,3.0,0.5999999999999999,0.8,0.0007860975921539105,1.6657378625704177e-05,200,200,False
200,180,20,0.9,2000,0.2,3.0,2.7,0.1,4.100129434834315e-06,1.7298923264570264e-06,198,198,False
200,180,20,0.9,2000,0.2,3.0,2.4000000000000004,0.2,1.717443365144701e-05,7.683174305619181e-06,198,198,False
200,180,20,0.9,2000,0.2,3.0,2.0999999999999996,0.3,4.908308297024342e-05,2.0803262643541875e-06,198,198,False
200,180,20,0.9,2000,0.2,3.0,1.7999999999999998,0.4,0.00011471024563700213,3.7737995103122175e-06,198,198,False
200,180,20,0.9,2000,0.2,3.0,1.5,0.5,0.00024555094466407676,3.956393015362584e-06,198,198,False
200,180,20,0.9,2000,0.2,3.0,1.2000000000000002,0.6,0.0005137149769300092,1.8721183955077653e-06,198,198,False
200,180,20,0.9,2000,0.2,3.0,0.9000000000000001,0.7,0.0010773581736208803,7.229291700045858e-06,197,197,False
200,180,20,0.9,2000,0.2,3.0,0.5999999999999999,0.8,0.002766978154330551,3.756007134062029e-05,197,197,False
200,180,20,0.9,2000,0.5,3.0,2.7,0.1,2.060359848433382e-05,6.475960606990336e-06,184,184,False
200,180,20,0.9,2000,0.5,3.0,2.4000000000000004,0.2,9.645577445152251e-05,1.5743815949493103e-05,184,184,False
200,180,20,0.9,2000,0.5,3.0,2.0999999999999996,0.3,0.00027097248048144973,1.3855368266666462e-05,183,183,False
200,180,20,0.9,2000,0.5,3.0,1.7999999999999998,0.4,0.0006296463591011076,1.7031357245563173e-05,183,183,False
200,180,20,0.9,2000,0.5,3.0,1.5,0.5,0.0013557466335969138,8.442980299447298e-06,182,182,False
200,180,20,0.9,2000,0.5,3.0,1.2000000000000002,0.6,0.002829473394821116,3.6278331486884194e-05,182,182,False
200,180,20,0.9,2000,0.5,3.0,0.9000000000000001,0.7,0.006106202121812697,0.00017046670070932306,180,180,False
200,180,20,0.9,2000,0.5,3.0,0.5999999999999999,0.8,0.014114668676822047,0.0008101412354149944,178,178,False
200,190,10,0.95,2000,0.05,3.0,2.7,0.1,2.769650014222691e-06,8.489277077942593e-06,200,200,False
200,190,10,0.95,2000,0.05,3.0,2.4000000000000004,0.2,2.898518966461261e-06,1.328511286710841e-05,200,200,False
200,190,10,0.95,2000,0.05,3.0,2.0999999999999996,0.3,4.0319865019650125e-06,2.0120677256764515e-05,200,200,False
200,190,10,0.95,2000,0.05,3.0,1.7999999999999998,0.4,6.196274599811619e-06,3.344725562038308e-05,200,200,False
200,190,10,0.95,2000,0.05,3.0,1.5,0.5,9.096610463336235e-06,3.77796536038193e-05,200,200,False
200,190,10,0.95,2000,0.05,3.0,1.2000000000000002,0.6,1.5494442974821332e-05,4.3481324102557284e-05,200,200,False
200,190,10,0.95,2000,0.05,3.0,0.9000000000000001,0.7,2.8896058993164997e-05,3.606983363161101e-05,200,200,False
200,190,10,0.95,2000,0.05,3.0,0.5999999999999999,0.8,7.136624010033871e-05,3.2027863891525336e-05,200,200,False
200,190,10,0.95,2000,0.1,3.0,2.7,0.1,1.3547547097203516e-06,4.370771124020168e-06,200,200,False
200,190,10,0.95,2000,0.1,3.0,2.4000000000000004,0.2,4.2149533795270144e-06,1.0912753694587223e-05,200,200,False
200,190,10,0.95,2000,0.1,3.0,2.0999999999999996,0.3,9.285148367158338e-06,2.3301292803128385e-05,200,200,False
200,190,10,0.95,2000,0.1,3.0,1.7999999999999998,0.4,1.884727764469088e-05,2.544639633722556e-05,200,200,False
200,190,10,0.95,2000,0.1,3.0,1.5,0.5,3.819423807694842e-05,2.2975000075006583e-05,200,200,False
200,190,10,0.95,2000,0.1,3.0,1.2000000000000002,0.6,7.9169161638009e-05,4.298479813296878e-05,200,200,False
200,190,10,0.95,2000,0.1,3.0,0.9000000000000001,0.7,0.00017986649318515926,1.833803023498302e-05,200,200,False
200,190,10,0.95,2000,0.1,3.0,0.5999999999999999,0.8,0.00047223075801814475,1.8829436115934668e-05,200,200,False
200,190,10,0.95,2000,0.2,3.0,2.7,0.1,2.206603120459647e-06,8.369062314725351e-06,198,198,False
200,190,10,0.95,2000,0.2,3.0,2.4000000000000004,0.2,9.231421151148847e-06,1.7595382192010516e-06,198,198,False
200,190,10,0.95,2000,0.2,3.0,2.0999999999999996,0.3,2.6432014085378108e-05,8.217273909092688e-06,198,198,False
200,190,10,0.95,2000,0.2,3.0,1.7999999999999998,0.4,6.26089020289676e-05,1.952786522131563e-06,198,198,False
200,190,10,0.95,2000,0.2,3.0,1.5,0.5,0.00013632873064948342,1.0618172089544142e-06,198,198,False
200,190,10,0.95,2000,0.2,3.0,1.2000000000000002,0.6,0.0002950444070939119,2.136690112477662e-06,198,198,False
200,190,10,0.95,2000,0.2,3.0,0.9000000000000001,0.7,0.0006629856283926201,3.7965893063728234e-06,198,198,False
200,190,10,0.95,2000,0.2,3.0,0.5999999999999999,0.8,0.0016444824615439169,1.4051673907689062e-05,197,197,False
200,190,10,0.95,2000,0.5,3.0,2.7,0.1,1.12746675390539e-05,5.161895224717601e-06,184,184,False
200,190,10,0.95,2000,0.5,3.0,2.4000000000000004,0.2,5.236285279952568e-05,1.5150486179915046e-05,184,184,False
200,190,10,0.95,2000,0.5,3.0,2.0999999999999996,0.3,0.0001478558627264412,1.803505886290667e-05,184,184,False
200,190,10,0.95,2000,0.5,3.0,1.7999999999999998,0.4,0.0003472265780869021,1.4493398753018911e-05,184,184,False
200,190,10,0.95,2000,0.5,3.0,1.5,0.5,0.0007566703853154506,2.985990391151542e-06,183,183,False
200,190,10,0.95,2000,0.5,3.0,1.2000000000000002,0.6,0.0016322735071387785,2.8618871110012885e-05,183,183,False
200,190,10,0.95,2000,0.5,3.0,0.9000000000000001,0.7,0.0036813698451800686,7.514647333729648e-05,182,182,False
200,190,10,0.95,2000,0.5,3.0,0.5999999999999999,0.8,0.00923879694188849,0.0003744171505048527,181,181,False
